deputy_id,name,party_classification,party_score,state,photo_url,legislation_id,attendance_count,justified_absence_count,unjustified_absence_count,total_days,attendance_rate,taxi_toll_parking,flight_passages,office_maintenance,fuel_lubricants,total_expenses,taxi_toll_parking_count,flight_passages_count,office_maintenance_count,fuel_lubricants_count,total_documents,proposition_count,party,agenda_category,ideology,populist_elements,cost_per_proposition,mean_expend_per_document,share_taxi_toll_parking,share_flight_passages,share_office_maintenance,share_fuel_lubricants
204534,Tabata Amaral,Centro,4,SP,https://www.camara.leg.br/internet/deputado/bandep/204534.jpg,57,81,5,1,87,0.931,2697.94,5612.749999999999,7079.409999999999,0.0,241985.56999999998,31.0,38.0,22.0,0.0,148.0,219,PSB,social,progressive,0.7,1105.0,1635.0,0.011,0.023,0.029,0.0
204394,Gervásio Maia,Centro,4,PB,https://www.camara.leg.br/internet/deputado/bandep/204394.jpg,57,85,2,0,87,0.977,0.0,33333.65999999998,14001.519999999999,0.0,182736.52999999997,0.0,70.0,18.0,0.0,241.0,262,PSB,social,progressive,0.8,697.5,758.2,0.0,0.182,0.077,0.0
178964,Heitor Schuch,Centro,4,RS,https://www.camara.leg.br/internet/deputado/bandep/178964.jpg,57,80,6,1,87,0.92,4129.81,25255.080000000005,35327.11,0.0,235621.85,28.0,31.0,41.0,0.0,348.0,100,PSB,cultural,centrist,0.2,2356.2,677.1,0.018,0.107,0.15,0.0
178931,Luciano Ducci,Centro,4,PR,https://www.camara.leg.br/internet/deputado/bandep/178931.jpg,57,81,3,3,87,0.931,0.0,65970.56999999998,36005.19,0.0,214350.94999999998,0.0,80.0,23.0,0.0,235.0,77,PSB,social,progressive,0.7,2783.8,912.1,0.0,0.308,0.168,0.0
72442,Felipe Carreras,Centro,4,PE,https://www.camara.leg.br/internet/deputado/bandep/72442.jpg,57,73,8,6,87,0.839,95.95,129576.74999999999,989.8,0.0,278835.29999999993,2.0,155.0,1.0,0.0,312.0,94,PSB,economic,progressive,0.5,2966.3,893.7,0.0,0.465,0.004,0.0
139285,Lídice da Mata,Centro,4,BA,https://www.camara.leg.br/internet/deputado/bandep/139285.jpg,57,83,2,2,87,0.954,6162.349999999997,49041.61999999998,31723.780000000006,0.0,251261.13,151.0,85.0,55.0,0.0,464.0,202,PSB,cultural,progressive,0.7,1243.9,541.5,0.025,0.195,0.126,0.0
220662,Lucas Ramos,Centro,4,PE,https://www.camara.leg.br/internet/deputado/bandep/220662.jpg,57,86,0,1,87,0.989,0.0,54487.71999999999,39319.65,0.0,227647.58999999997,0.0,55.0,16.0,0.0,85.0,74,PSB,social,progressive,0.7,3076.3,2678.2,0.0,0.239,0.173,0.0
160629,Romero Rodrigues,Direita,8,PB,https://www.camara.leg.br/internet/deputado/bandep/160629.jpg,57,87,0,0,87,1.0,0.0,25061.67,17780.59,0.0,236472.05000000002,0.0,44.0,14.0,0.0,86.0,267,PSC,social,progressive,0.7,885.7,2749.7,0.0,0.106,0.075,0.0
74270,Gilberto Nascimento,Direita,8,SP,https://www.camara.leg.br/internet/deputado/bandep/74270.jpg,57,65,22,0,87,0.747,0.0,41892.87000000001,71627.0,0.0,287851.25,0.0,33.0,10.0,0.0,85.0,47,PSC,social,progressive,0.7,6124.5,3386.5,0.0,0.146,0.249,0.0
204419,Glaustin da Fokus,Direita,8,GO,https://www.camara.leg.br/internet/deputado/bandep/204419.jpg,57,80,4,3,87,0.92,0.0,0.0,1153.2,0.0,237576.2,0.0,0.0,2.0,0.0,13.0,28,PSC,social,progressive,0.8,8484.9,18275.1,0.0,0.0,0.005,0.0
227800,Duarte Gonçalves Jr,Direita,8,MG,https://www.camara.leg.br/internet/deputado/bandep/227800.jpg,57,34,1,0,35,0.391,0.0,-1542.1599999999999,0.0,0.0,-1542.1599999999999,0.0,2.0,0.0,0.0,2.0,25,PSC,cultural,progressive,0.2,-61.7,-771.1,-0.0,1.0,-0.0,-0.0
204482,Euclydes Pettersen,Direita,8,MG,https://www.camara.leg.br/internet/deputado/bandep/204482.jpg,57,47,1,3,51,0.54,0.0,33134.36,0.0,0.0,212813.11,0.0,47.0,0.0,0.0,67.0,8,PSC,social,progressive,0.5,26601.6,3176.3,0.0,0.156,0.0,0.0
178881,Aluisio Mendes,Direita,8,MA,https://www.camara.leg.br/internet/deputado/bandep/178881.jpg,57,68,3,0,71,0.782,738.59,65423.85000000001,33666.17999999999,0.0,292689.05000000005,6.0,49.0,37.0,0.0,218.0,89,PSC,social,moderate_conservative,0.5,3288.6,1342.6,0.003,0.224,0.115,0.0
227275,Mariana Carvalho,Direita,8,MA,https://www.camara.leg.br/internet/deputado/bandep/227275.jpg,57,14,2,0,16,0.161,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,24,PSC,social,progressive,0.7,,,,,,
122195,Leonardo Gadelha,Direita,8,PB,https://www.camara.leg.br/internet/deputado/bandep/122195.jpg,57,25,0,0,25,0.287,0.0,1434.22,0.0,0.0,95637.28,0.0,1.0,0.0,0.0,63.0,21,PSC,technological,moderate_progressive,0.3,4554.2,1518.1,0.0,0.015,0.0,0.0
160635,Ruy Carneiro,Direita,8,PB,https://www.camara.leg.br/internet/deputado/bandep/160635.jpg,57,49,12,1,62,0.563,0.0,4996.37,0.0,0.0,222034.23,0.0,6.0,0.0,0.0,83.0,46,PSC,social,progressive,0.7,4826.8,2675.1,0.0,0.023,0.0,0.0
116379,Darci de Matos,Direita,7,SC,https://www.camara.leg.br/internet/deputado/bandep/116379.jpg,57,54,1,3,58,0.621,683.15,22508.350000000002,0.0,0.0,99086.42,2.0,35.0,0.0,0.0,119.0,104,PSD,social,progressive,0.8,952.8,832.7,0.007,0.227,0.0,0.0
98615,Ismael,Direita,7,SC,https://www.camara.leg.br/internet/deputado/bandep/98615.jpg,57,80,6,1,87,0.92,144.73,44347.66000000001,10599.04,0.0,210551.02000000002,5.0,60.0,11.0,0.0,279.0,69,PSD,social,progressive,0.7,3051.5,754.7,0.001,0.211,0.05,0.0
103758,Luciano Azevedo,Direita,7,RS,https://www.camara.leg.br/internet/deputado/bandep/103758.jpg,57,58,3,3,64,0.667,321.9599999999999,13975.710000000001,0.0,0.0,72452.01000000001,20.0,8.0,0.0,0.0,79.0,11,PSD,economic,centrist,0.3,6586.5,917.1,0.004,0.193,0.0,0.0
204431,Marcos Aurélio Sampaio,Direita,7,PI,https://www.camara.leg.br/internet/deputado/bandep/204431.jpg,57,74,12,1,87,0.851,0.0,23834.810000000005,0.0,0.0,264120.9,0.0,25.0,0.0,0.0,55.0,6,PSD,technological,centrist,0.3,44020.2,4802.2,0.0,0.09,0.0,0.0
178895,Misael Varella,Direita,7,MG,https://www.camara.leg.br/internet/deputado/bandep/178895.jpg,57,86,0,1,87,0.989,0.0,2290.9,55972.630000000005,0.0,117515.39,0.0,11.0,12.0,0.0,45.0,16,PSD,social,centrist,0.5,7344.7,2611.5,0.0,0.019,0.476,0.0
204573,Otto Alencar Filho,Direita,7,BA,https://www.camara.leg.br/internet/deputado/bandep/204573.jpg,57,79,6,2,87,0.908,125.06,10454.91,30568.160000000003,0.0,201888.79,1.0,17.0,30.0,0.0,164.0,75,PSD,social,progressive,0.7,2691.9,1231.0,0.001,0.052,0.151,0.0
220685,Paulo Litro,Direita,7,PR,https://www.camara.leg.br/internet/deputado/bandep/220685.jpg,57,81,6,0,87,0.931,237.49999999999994,36413.0,6618.36,0.0,258307.31999999998,30.0,62.0,12.0,0.0,282.0,52,PSD,social,moderate_conservative,0.2,4967.4,916.0,0.001,0.141,0.026,0.0
217480,Jones Moura,Direita,7,RJ,https://www.camara.leg.br/internet/deputado/bandep/217480.jpg,57,0,0,0,0,0.0,0.0,-1430.66,0.0,0.0,-1430.66,0.0,1.0,0.0,0.0,1.0,0,PSD,,,,-inf,-1430.7,-0.0,1.0,-0.0,-0.0
138286,Luciano Alves,Direita,7,PR,https://www.camara.leg.br/internet/deputado/bandep/138286.jpg,57,46,4,1,51,0.529,0.0,20636.11,0.0,0.0,101234.36,0.0,22.0,0.0,0.0,44.0,39,PSD,social,progressive,0.7,2595.8,2300.8,0.0,0.204,0.0,0.0
160553,Antonio Brito,Direita,7,BA,https://www.camara.leg.br/internet/deputado/bandep/160553.jpg,57,87,0,0,87,1.0,0.0,70366.14999999998,65208.47,0.0,214736.19,0.0,170.0,45.0,0.0,293.0,320,PSD,economic,centrist,0.7,671.1,732.9,0.0,0.328,0.304,0.0
