deputy_id,year,timestamp,presencas,ausencias_justificadas,ausencias_nao_justificadas,total_dias,taxa_presenca
178943,2024,2025-02-19 11:58:24.325678,59,27,1,87,67.82
220604,2024,2025-02-19 11:58:24.325678,74,8,5,87,85.06
220668,2024,2025-02-19 11:58:24.325678,68,19,0,87,78.16
74398,2024,2025-02-19 11:58:24.325678,75,12,0,87,86.21
204540,2024,2025-02-19 11:58:24.325678,85,2,0,87,97.7
227275,2024,2025-02-19 11:58:24.325678,14,2,0,16,87.5
220637,2024,2025-02-19 11:58:24.325678,0,0,0,0,
220655,2024,2025-02-19 11:58:24.325678,78,8,1,87,89.66
74158,2024,2025-02-19 11:58:24.325678,51,5,0,56,91.07
178858,2024,2025-02-19 11:58:24.325678,80,7,0,87,91.95
204566,2024,2025-02-19 11:58:24.325678,54,9,4,67,80.6
220572,2024,2025-02-19 11:58:24.325678,86,0,1,87,98.85
178843,2024,2025-02-19 11:58:24.325678,83,0,4,87,95.4
220661,2024,2025-02-19 11:58:24.325678,87,0,0,87,100.0
220609,2024,2025-02-19 11:58:24.325678,85,2,0,87,97.7
220628,2024,2025-02-19 11:58:24.325678,83,4,0,87,95.4
220550,2024,2025-02-19 11:58:24.325678,87,0,0,87,100.0
220647,2024,2025-02-19 11:58:24.325678,70,9,8,87,80.46
204486,2024,2025-02-19 11:58:24.325678,85,2,0,87,97.7
220607,2024,2025-02-19 11:58:24.325678,87,0,0,87,100.0
220591,2024,2025-02-19 11:58:24.325678,85,2,0,87,97.7
74428,2024,2025-02-19 11:58:24.325678,80,7,0,87,91.95
188097,2024,2025-02-19 11:58:24.325678,85,2,0,87,97.7
220585,2024,2025-02-19 11:58:24.325678,60,2,0,62,96.77
220530,2024,2025-02-19 11:58:24.325678,87,0,0,87,100.0
171786,2024,2025-02-19 11:58:24.325678,85,2,0,87,97.7
178985,2024,2025-02-19 11:58:24.325678,87,0,0,87,100.0
154178,2024,2025-02-19 11:58:24.325678,0,0,0,0,
178895,2024,2025-02-19 11:58:24.325678,86,0,1,87,98.85
229225,2024,2025-02-19 11:58:24.325678,23,1,0,24,95.83
178997,2024,2025-02-19 11:58:24.325678,80,0,7,87,91.95
220617,2024,2025-02-19 11:58:24.325678,85,1,1,87,97.7
220584,2024,2025-02-19 11:58:24.325678,85,1,1,87,97.7
204453,2024,2025-02-19 11:58:24.325678,81,6,0,87,93.1
228042,2024,2025-02-19 11:58:24.325678,6,0,0,6,100.0
204449,2024,2025-02-19 11:58:24.325678,43,14,2,59,72.88
220622,2024,2025-02-19 11:58:24.325678,85,2,0,87,97.7
220703,2024,2025-02-19 11:58:24.325678,86,1,0,87,98.85
229939,2024,2025-02-19 11:58:24.325678,34,0,0,34,100.0
178896,2024,2025-02-19 11:58:24.325678,46,3,4,53,86.79
204479,2024,2025-02-19 11:58:24.325678,81,6,0,87,93.1
209787,2024,2025-02-19 11:58:24.325678,84,3,0,87,96.55
178986,2024,2025-02-19 11:58:24.325678,85,2,0,87,97.7
227660,2024,2025-02-19 11:58:24.325678,75,3,2,80,93.75
74159,2024,2025-02-19 11:58:24.325678,86,1,0,87,98.85
204498,2024,2025-02-19 11:58:24.325678,73,9,5,87,83.91
178987,2024,2025-02-19 11:58:24.325678,83,2,2,87,95.4
73692,2024,2025-02-19 11:58:24.325678,80,5,2,87,91.95
204422,2024,2025-02-19 12:00:34.790367,84,2,1,87,96.55
204441,2024,2025-02-19 12:00:34.790367,82,3,2,87,94.25
204573,2024,2025-02-19 12:00:34.790367,79,6,2,87,90.8
220706,2024,2025-02-19 12:00:34.790367,62,24,1,87,71.26
160556,2024,2025-02-19 12:00:34.790367,86,0,1,87,98.85
230762,2024,2025-02-19 12:00:34.790367,0,0,0,0,
180214,2024,2025-02-19 12:00:34.790367,81,3,3,87,93.1
160642,2024,2025-02-19 12:00:34.790367,81,5,1,87,93.1
204570,2024,2025-02-19 12:00:34.790367,67,2,2,71,94.37
220615,2024,2025-02-19 12:00:34.790367,87,0,0,87,100.0
204553,2024,2025-02-19 12:00:34.790367,86,0,1,87,98.85
74160,2024,2025-02-19 12:00:34.790367,85,2,0,87,97.7
74095,2024,2025-02-19 12:00:34.790367,66,0,0,66,100.0
171617,2024,2025-02-19 12:00:34.790367,87,0,0,87,100.0
141518,2024,2025-02-19 12:00:34.790367,47,5,4,56,83.93
220627,2024,2025-02-19 12:00:34.790367,77,8,2,87,88.51
141516,2024,2025-02-19 12:00:34.790367,74,7,6,87,85.06
220650,2024,2025-02-19 12:00:34.790367,84,2,1,87,96.55
178860,2024,2025-02-19 12:00:34.790367,77,6,4,87,88.51
160517,2024,2025-02-19 12:00:34.790367,61,24,2,87,70.11
160558,2024,2025-02-19 12:00:34.790367,73,10,4,87,83.91
204492,2024,2025-02-19 12:00:34.790367,84,3,0,87,96.55
220685,2024,2025-02-19 12:00:34.790367,81,6,0,87,93.1
74574,2024,2025-02-19 12:00:34.790367,87,0,0,87,100.0
128760,2024,2025-02-19 12:00:34.790367,14,1,1,16,87.5
74400,2024,2025-02-19 12:00:34.790367,0,0,0,0,
141488,2024,2025-02-19 12:00:34.790367,0,0,0,0,
220630,2024,2025-02-19 12:00:34.790367,84,3,0,87,96.55
220667,2024,2025-02-19 12:00:34.790367,77,8,2,87,88.51
229112,2024,2025-02-19 12:00:34.790367,25,0,0,25,100.0
122974,2024,2025-02-19 12:00:34.790367,82,0,5,87,94.25
204395,2024,2025-02-19 12:00:34.790367,71,5,11,87,81.61
122158,2024,2025-02-19 12:00:34.790367,81,6,0,87,93.1
229259,2024,2025-02-19 12:00:34.790367,23,0,0,23,100.0
160604,2024,2025-02-19 12:00:34.790367,59,1,1,61,96.72
204406,2024,2025-02-19 12:00:34.790367,87,0,0,87,100.0
161440,2024,2025-02-19 12:00:34.790367,85,1,1,87,97.7
204524,2024,2025-02-19 12:00:34.790367,79,3,5,87,90.8
73486,2024,2025-02-19 12:00:34.790367,81,6,0,87,93.1
160601,2024,2025-02-19 12:00:34.790367,71,14,2,87,81.61
226075,2024,2025-02-19 12:00:34.790367,0,0,0,0,
89536,2024,2025-02-19 12:00:34.790367,0,0,0,0,
220533,2024,2025-02-19 12:00:34.790367,84,3,0,87,96.55
204390,2024,2025-02-19 12:00:34.790367,82,4,1,87,94.25
220580,2024,2025-02-19 12:00:34.790367,69,17,1,87,79.31
221338,2024,2025-02-19 12:00:34.790367,85,0,2,87,97.7
220586,2024,2025-02-19 12:00:34.790367,84,0,3,87,96.55
220532,2024,2025-02-19 12:00:34.790367,83,0,4,87,95.4
220626,2024,2025-02-19 12:00:34.790367,83,4,0,87,95.4
204567,2024,2025-02-19 12:00:34.790367,78,6,3,87,89.66
74084,2024,2025-02-19 12:02:57.951467,87,0,0,87,100.0
115200,2024,2025-02-19 12:02:57.951467,26,0,0,26,100.0
74161,2024,2025-02-19 12:02:57.951467,82,3,2,87,94.25
221378,2024,2025-02-19 12:02:57.951467,85,2,0,87,97.7
220606,2024,2025-02-19 12:02:57.951467,86,1,0,87,98.85
205865,2024,2025-02-19 12:02:57.951467,84,0,2,86,97.67
225386,2024,2025-02-19 12:02:57.951467,29,6,0,35,82.86
178989,2024,2025-02-19 12:02:57.951467,55,6,0,61,90.16
153423,2024,2025-02-19 12:02:57.951467,74,3,10,87,85.06
73801,2024,2025-02-19 12:02:57.951467,85,0,2,87,97.7
175765,2024,2025-02-19 12:02:57.951467,3,0,0,3,100.0
221329,2024,2025-02-19 12:02:57.951467,0,0,0,0,
220543,2024,2025-02-19 12:02:57.951467,87,0,0,87,100.0
73788,2024,2025-02-19 12:02:57.951467,1,0,0,1,100.0
204362,2024,2025-02-19 12:02:57.951467,28,0,2,30,93.33
220694,2024,2025-02-19 12:02:57.951467,80,7,0,87,91.95
220633,2024,2025-02-19 12:02:57.951467,77,8,2,87,88.51
213274,2024,2025-02-19 12:02:57.951467,68,10,6,84,80.95
204489,2024,2025-02-19 12:02:57.951467,45,1,2,48,93.75
220693,2024,2025-02-19 12:02:57.951467,76,5,6,87,87.36
220588,2024,2025-02-19 12:02:57.951467,82,5,0,87,94.25
220613,2024,2025-02-19 12:02:57.951467,87,0,0,87,100.0
220624,2024,2025-02-19 12:02:57.951467,84,2,1,87,96.55
220546,2024,2025-02-19 12:02:57.951467,87,0,0,87,100.0
230767,2024,2025-02-19 12:02:57.951467,0,0,0,0,
141531,2024,2025-02-19 12:02:57.951467,82,2,3,87,94.25
223128,2024,2025-02-19 12:02:57.951467,84,0,2,86,97.67
220641,2024,2025-02-19 12:02:57.951467,83,0,4,87,95.4
165470,2024,2025-02-19 12:02:57.951467,73,6,8,87,83.91
220695,2024,2025-02-19 12:02:57.951467,85,2,0,87,97.7
204480,2024,2025-02-19 12:02:57.951467,87,0,0,87,100.0
160629,2024,2025-02-19 12:02:57.951467,87,0,0,87,100.0
163321,2024,2025-02-19 12:02:57.951467,82,1,0,83,98.8
204525,2024,2025-02-19 12:02:57.951467,81,4,2,87,93.1
178945,2024,2025-02-19 12:02:57.951467,3,0,0,3,100.0
220644,2024,2025-02-19 12:02:57.951467,82,3,2,87,94.25
220620,2024,2025-02-19 12:02:57.951467,81,4,2,87,93.1
73806,2024,2025-02-19 12:02:57.951467,37,15,2,54,68.52
74371,2024,2025-02-19 12:02:57.951467,84,0,3,87,96.55
178887,2024,2025-02-19 12:02:57.951467,86,0,1,87,98.85
73604,2024,2025-02-19 12:02:57.951467,62,0,1,63,98.41
160635,2024,2025-02-19 12:02:57.951467,49,12,1,62,79.03
204535,2024,2025-02-19 12:02:57.951467,82,4,1,87,94.25
220631,2024,2025-02-19 12:02:57.951467,85,1,1,87,97.7
204416,2024,2025-02-19 12:02:57.951467,82,5,0,87,94.25
160621,2024,2025-02-19 12:02:57.951467,1,0,0,1,100.0
204387,2024,2025-02-19 12:02:57.951467,87,0,0,87,100.0
220621,2024,2025-02-19 12:02:57.951467,86,1,0,87,98.85
220618,2024,2025-02-19 12:02:57.951467,72,15,0,87,82.76
220713,2024,2025-02-19 12:02:57.951467,84,1,2,87,96.55
226837,2024,2025-02-19 12:05:22.406012,79,3,5,87,90.8
73808,2024,2025-02-19 12:05:22.406012,4,0,0,4,100.0
178933,2024,2025-02-19 12:05:22.406012,86,1,0,87,98.85
204557,2024,2025-02-19 12:05:22.406012,87,0,0,87,100.0
74356,2024,2025-02-19 12:05:22.406012,73,5,9,87,83.91
204360,2024,2025-02-19 12:05:22.406012,77,10,0,87,88.51
220579,2024,2025-02-19 12:05:22.406012,87,0,0,87,100.0
227310,2024,2025-02-19 12:05:22.406012,16,0,0,16,100.0
204425,2024,2025-02-19 12:05:22.406012,0,0,0,0,
220569,2024,2025-02-19 12:05:22.406012,82,2,3,87,94.25
220651,2024,2025-02-19 12:05:22.406012,76,10,1,87,87.36
104552,2024,2025-02-19 12:05:22.406012,83,3,1,87,95.4
220643,2024,2025-02-19 12:05:22.406012,0,0,0,0,
220575,2024,2025-02-19 12:05:22.406012,67,12,8,87,77.01
178946,2024,2025-02-19 12:05:22.406012,81,4,2,87,93.1
178947,2024,2025-02-19 12:05:22.406012,80,7,0,87,91.95
92776,2024,2025-02-19 12:05:22.406012,74,7,6,87,85.06
204534,2024,2025-02-19 12:05:22.406012,81,5,1,87,93.1
230177,2024,2025-02-19 12:05:22.406012,27,0,0,27,100.0
220682,2024,2025-02-19 12:05:22.406012,87,0,0,87,100.0
204464,2024,2025-02-19 12:05:22.406012,75,10,2,87,86.21
220598,2024,2025-02-19 12:05:22.406012,85,2,0,87,97.7
220552,2024,2025-02-19 12:05:22.406012,85,1,1,87,97.7
220560,2024,2025-02-19 12:05:22.406012,61,0,2,63,96.83
220597,2024,2025-02-19 12:05:22.406012,86,1,0,87,98.85
220684,2024,2025-02-19 12:05:22.406012,73,10,4,87,83.91
160976,2024,2025-02-19 12:05:22.406012,78,7,2,87,89.66
178934,2024,2025-02-19 12:05:22.406012,85,2,0,87,97.7
157130,2024,2025-02-19 12:05:22.406012,79,8,0,87,90.8
223398,2024,2025-02-19 12:05:22.406012,32,2,0,34,94.12
160610,2024,2025-02-19 12:05:22.406012,85,2,0,87,97.7
74376,2024,2025-02-19 12:05:22.406012,83,4,0,87,95.4
204396,2024,2025-02-19 12:05:22.406012,75,3,9,87,86.21
74283,2024,2025-02-19 12:05:22.406012,85,2,0,87,97.7
137070,2024,2025-02-19 12:05:22.406012,47,0,8,55,85.45
141555,2024,2025-02-19 12:05:22.406012,66,19,2,87,75.86
160591,2024,2025-02-19 12:05:22.406012,71,7,9,87,81.61
178992,2024,2025-02-19 12:05:22.406012,81,3,3,87,93.1
91228,2024,2025-02-19 12:05:22.406012,81,0,6,87,93.1
160569,2024,2025-02-19 12:05:22.406012,80,7,0,87,91.95
220601,2024,2025-02-19 12:05:22.406012,65,12,10,87,74.71
160518,2024,2025-02-19 12:05:22.406012,84,1,2,87,96.55
74043,2024,2025-02-19 12:05:22.406012,75,7,5,87,86.21
224333,2024,2025-02-19 12:05:22.406012,85,1,1,87,97.7
74044,2024,2025-02-19 12:05:22.406012,57,4,0,61,93.44
182146,2024,2025-02-19 12:05:22.406012,19,1,0,20,95.0
220564,2024,2025-02-19 12:05:22.406012,53,11,0,64,82.81
220660,2024,2025-02-19 12:05:22.406012,79,7,1,87,90.8
230768,2024,2025-02-19 12:05:22.406012,0,0,0,0,
220536,2024,2025-02-19 12:05:22.406012,84,3,0,87,96.55
204559,2024,2025-02-19 12:07:33.322546,54,7,1,62,87.1
160632,2024,2025-02-19 12:07:33.322546,78,8,1,87,89.66
220558,2024,2025-02-19 12:07:33.322546,85,2,0,87,97.7
204517,2024,2025-02-19 12:07:33.322546,83,4,0,87,95.4
160592,2024,2025-02-19 12:07:33.322546,82,2,3,87,94.25
220592,2024,2025-02-19 12:07:33.322546,80,7,0,87,91.95
